STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),lcstruct,Labour costs structure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EL,Greece,2014,,98.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EL,Greece,2015,,97.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EL,Greece,2016,,89.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EL,Greece,2017,,90.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EL,Greece,2018,,93.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EL,Greece,2019,,98.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EL,Greece,2020,,100.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EL,Greece,2021,,103.8,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EL,Greece,2022,,113.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EL,Greece,2023,,129.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EL,Greece,2024,,135.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),ES,Spain,2008,,86.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),ES,Spain,2009,,89.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),ES,Spain,2010,,90.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),ES,Spain,2011,,90.8,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),ES,Spain,2012,,91.2,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),ES,Spain,2013,,92.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),ES,Spain,2014,,92.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),ES,Spain,2015,,91.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),ES,Spain,2016,,91.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),ES,Spain,2017,,91.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),ES,Spain,2018,,94.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),ES,Spain,2019,,97.2,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),ES,Spain,2020,,100.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),ES,Spain,2021,,103.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),ES,Spain,2022,,102.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),ES,Spain,2023,,110.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),ES,Spain,2024,,116.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EU27_2020,European Union - 27 countries (from 2020),2008,,78.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EU27_2020,European Union - 27 countries (from 2020),2009,,80.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EU27_2020,European Union - 27 countries (from 2020),2010,,82.2,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EU27_2020,European Union - 27 countries (from 2020),2011,,84.2,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EU27_2020,European Union - 27 countries (from 2020),2012,,86.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EU27_2020,European Union - 27 countries (from 2020),2013,,86.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EU27_2020,European Union - 27 countries (from 2020),2014,,87.8,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EU27_2020,European Union - 27 countries (from 2020),2015,,89.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EU27_2020,European Union - 27 countries (from 2020),2016,,90.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EU27_2020,European Union - 27 countries (from 2020),2017,,92.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EU27_2020,European Union - 27 countries (from 2020),2018,,95.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EU27_2020,European Union - 27 countries (from 2020),2019,,98.2,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EU27_2020,European Union - 27 countries (from 2020),2020,,100.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EU27_2020,European Union - 27 countries (from 2020),2021,,103.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EU27_2020,European Union - 27 countries (from 2020),2022,,107.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EU27_2020,European Union - 27 countries (from 2020),2023,,113.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EU27_2020,European Union - 27 countries (from 2020),2024,,119.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),FI,Finland,2008,,79.7,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),FI,Finland,2009,,86.7,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),FI,Finland,2010,,87.8,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),FI,Finland,2011,,90.3,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),FI,Finland,2012,,93.1,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),FI,Finland,2013,,95.0,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),FI,Finland,2014,,96.8,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),FI,Finland,2015,,100.3,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),FI,Finland,2016,,99.9,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),FI,Finland,2017,,101.4,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),FI,Finland,2018,,100.8,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),FI,Finland,2019,,100.4,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),FI,Finland,2020,,100.0,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),FI,Finland,2021,,103.6,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),FI,Finland,2022,,103.7,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),FI,Finland,2023,,108.2,,p,provisional,,
